Sentence,Sentiment,Length,Word_Count,Cleaned_Text,Final_Text,Label
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",positive,256,45,kaukotelko ltd press release  at      telko group  kaukotelko  is expanding its strategic partnership with bp industrial lubricants  services  bp ils  by acquiring total ownership of bp s swedish retail company  moluballoy ab ,kaukotelko ltd press release telko group kaukotelko expanding strategic partnership bp industrial lubricant service bp il acquiring total ownership bp swedish retail moluballoy ab,2
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive,258,55,narrows to eur  m mo   october   finnish software and hardware developer elektrobit oyj hel  ebgv  or eb  said today that its net loss narrowed to eur  m for the first nine months of  from eur  m for the same period a year ago ,narrow eur mo october finnish software hardware developer elektrobit oyj hel ebgv eb today net loss narrowed eur first nine month eur period ago,2
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",positive,121,23,vaisala also said it expects net sales of eur  million for   compared with eur  million recorded in  ,vaisala also expects net sale eur million compared eur million recorded,2
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,119,21,the order also covers design services  hardware  software licences  as well as maintenance services over six years ,order also cover design service hardware software licence well maintenance service six year,1
"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral,77,18,the company will pay a dividend of eur  per share  a total of eur mn ,pay dividend eur per share total eur mn,1
"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",neutral,128,30,compared with the ftse  index  which rose  points  or    on the day  this was a relative price change of   ,compared ftse index rose point day relative price change,1
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",positive,163,25, we have tailored our solutions to meet solel s technical requirements  and the result is both costeffective manufacturing and highestquality reflectors  ,tailored solution meet solel technical requirement result costeffective manufacturing highestquality reflector,2
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive,65,14,operating income rose to eur  mn from eur  mn in  ,operating income rose eur mn eur mn,2
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",neutral,114,20,net sales in  were about eur  billion  of which international operations accounted for roughly a quarter ,net sale eur billion international operation accounted roughly quarter,1
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative,78,17,in sales volume  cocacola s market share has decreased by   to   ,sale volume cocacola market share decreased,0
The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral,77,15,the desk will reach its full planned strength of ten persons in autumn  ,desk reach full planned strength ten person autumn,1
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral,124,23,one price category is for calls on the preferred operator s network  and another for calls on other operators  networks ,one price category call preferred operator network another call operator network,1
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral,104,19,veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement ,veracel preparing appeal issue asked court clarification judgement,1
The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,neutral,111,22,the first charging stations will be made available already in  and a whole network is to be ready in  ,first charging station made available already whole network ready,1
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral,132,20,it includes options for additional  communal building sites as well as construction supervision works for all construction sites ,includes option additional communal building site well construction supervision work construction site,1
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",neutral,108,23,operating profit fell to eur  mn from eur  mn in   including vessel sales gain of eur  mn ,operating profit fell eur mn eur mn including vessel sale gain eur mn,1
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative,136,25,the largest restructuring is planned for italy  where negotiations on about  job cuts are to be initiated today  the company noted ,largest restructuring planned italy negotiation job cut initiated today noted,0
